Rname	Junction
chr11	36595734
chr11	36595736
chr11	36595737
chr11	36595737
chr11	36595739
chr11	36595739
chr11	36595739
chr11	36595739
chr11	36595743
chr11	36595743
chr11	36595745
chr11	36595746
chr11	36595748
chr11	36595750
chr11	36595750
chr11	36595751
chr11	36595751
chr11	36595752
chr11	36595753
chr11	36595754
chr11	36595754
chr11	36595755
chr11	36595755
chr11	36595755
chr11	36595755
chr11	36595756
chr11	36595757
chr11	36595758
chr11	36595758
chr11	36595758
chr11	36595761
chr11	36595762
chr11	36595762
chr11	36595762
chr11	36595762
chr11	36595767
chr11	36595767
chr11	36595769
chr11	36595770
chr11	36595773
chr11	36595774
chr11	36595779
chr11	36595781
chr11	36595781
chr11	36595781
chr11	36595785
chr11	36595787
chr11	36595787
chr11	36595788
chr11	36595789
chr11	36595789
chr11	36595791
chr11	36595791
chr11	36595793
chr11	36595795
chr11	36595797
chr11	36595797
chr11	36595799
chr11	36595801
chr11	36595801
chr11	36595802
chr11	36595803
chr11	36595803
chr11	36595804
chr11	36595811
chr11	36595811
chr11	36595811
chr11	36595812
chr11	36595813
chr11	36595814
chr11	36595815
chr11	36595816
chr11	36595816
chr11	36595819
chr11	36595820
chr11	36595822
chr11	36595825
chr11	36595826
chr11	36595829
chr11	36595831
chr11	36595837
chr11	36595841
chr11	36595841
chr11	36595842
chr11	36595847
chr11	36595848
chr11	36595853
chr11	36595854
chr11	36595854
chr11	36595854
chr11	36595854
chr11	36595855
chr11	36595856
chr11	36595856
chr11	36595857
chr11	36595858
chr11	36595859
chr11	36595860
chr11	36595860
chr11	36595860
chr11	36595861
chr11	36595861
chr11	36595864
chr11	36595864
chr11	36595866
chr11	36595866
chr11	36595872
chr11	36595872
chr11	36595872
chr11	36595873
chr11	36595874
chr11	36595875
chr11	36595877
chr11	36595877
chr11	36595880
chr11	36595885
chr11	36595888
chr11	36595889
chr11	36595890
chr11	36595891
chr11	36595892
chr11	36595895
chr11	36595896
chr11	36595897
chr11	36595898
chr11	36595902
chr11	36595905
chr11	36595905
chr11	36595905
chr11	36595905
chr11	36595906
chr11	36595907
chr11	36595907
chr11	36595910
chr11	36595911
chr11	36595911
chr11	36595912
chr11	36595914
chr11	36595914
chr11	36595916
chr11	36595917
chr11	36595921
chr11	36595926
chr11	36595929
chr11	36595929
chr11	36595932
chr11	36595936
chr11	36595937
chr11	36595940
chr11	36595941
chr11	36595942
chr11	36595943
chr11	36595948
chr11	36595950
chr11	36595953
chr11	36595954
chr11	36595955
chr11	36595957
chr11	36595959
chr11	36595964
chr11	36595966
chr11	36595967
chr11	36595967
chr11	36595969
chr11	36595972
chr11	36595972
chr11	36595976
chr11	36595976
chr11	36595976
chr11	36595977
chr11	36595979
chr11	36595979
chr11	36595982
chr11	36595983
chr11	36595984
chr11	36595985
chr11	36595985
chr11	36595985
chr11	36595986
chr11	36595990
chr11	36595995
chr11	36595995
chr11	36595995
chr11	36595998
chr11	36595998
chr11	36596000
chr11	36596001
chr11	36596003
chr11	36596003
chr11	36596005
chr11	36596005
chr11	36596012
chr11	36596013
chr11	36596014
chr11	36596015
chr11	36596016
chr11	36596017
chr11	36596020
chr11	36596022
chr11	36596025
chr11	36596032
chr11	36596033
chr11	36596033
chr11	36596035
chr11	36596036
chr11	36596040
chr11	36596042
chr11	36596044
chr11	36596044
chr11	36596044
chr11	36596045
chr11	36596046
chr11	36596051
chr11	36596051
chr11	36596052
chr11	36596054
chr11	36596055
chr11	36596056
chr11	36596057
chr11	36596058
chr11	36596065
chr11	36596068
chr11	36596068
chr11	36596068
chr11	36596069
chr11	36596069
chr11	36596071
chr11	36596073
chr11	36596078
chr11	36596081
chr11	36596083
chr11	36596085
chr11	36596091
chr11	36596091
chr11	36596091
chr11	36596092
chr11	36596092
chr11	36596093
chr11	36596096
chr11	36596096
chr11	36596097
chr11	36596102
chr11	36596102
chr11	36596103
chr11	36596104
chr11	36596104
chr11	36596105
chr11	36596108
chr11	36596109
chr11	36596109
chr11	36596114
chr11	36596114
chr11	36596114
chr11	36596114
chr11	36596115
chr11	36596119
chr11	36596121
chr11	36596122
chr11	36596123
chr11	36596123
chr11	36596125
chr11	36596130
chr11	36596133
chr11	36596134
chr11	36596138
chr11	36596139
chr11	36596139
chr11	36596142
chr11	36596142
chr11	36596142
chr11	36596143
chr11	36596144
chr11	36596146
chr11	36596146
chr11	36596147
chr11	36596147
chr11	36596147
chr11	36596150
chr11	36596151
chr11	36596152
chr11	36596153
chr11	36596158
chr11	36596160
chr11	36596161
chr11	36596161
chr11	36596163
chr11	36596164
chr11	36596164
chr11	36596165
chr11	36596165
chr11	36596165
chr11	36596165
chr11	36596170
chr11	36596171
chr11	36596172
chr11	36596172
chr11	36596175
chr11	36596176
chr11	36596177
chr11	36596177
chr11	36596177
chr11	36596182
chr11	36596184
chr11	36596186
chr11	36596186
chr11	36596188
chr11	36596190
chr11	36596191
chr11	36596192
chr11	36596192
chr11	36596198
chr11	36596202
chr11	36596202
chr11	36596204
chr11	36596205
chr11	36596206
chr11	36596209
chr11	36596210
chr11	36596211
chr11	36596212
chr11	36596214
chr11	36596215
chr11	36596217
chr11	36596219
chr11	36596224
chr11	36596227
chr11	36596227
chr11	36596228
chr11	36596231
chr11	36596233
chr11	36596234
chr11	36596236
chr11	36596239
chr11	36596242
chr11	36596244
chr11	36596246
chr11	36596246
chr11	36596247
chr11	36596247
chr11	36596247
chr11	36596248
chr11	36596248
chr11	36596249
chr11	36596252
chr11	36596254
chr11	36596255
chr11	36596257
chr11	36596262
chr11	36596263
chr11	36596264
chr11	36596266
chr11	36596266
chr11	36596267
chr11	36596267
chr11	36596268
chr11	36596269
chr11	36596270
chr11	36596272
chr11	36596272
chr11	36596279
chr11	36596281
chr11	36596281
chr11	36596282
chr11	36596283
chr11	36596286
chr11	36596291
chr11	36596294
chr11	36596294
chr11	36596295
chr11	36596295
chr11	36596295
chr11	36596295
chr11	36596296
chr11	36596297
chr11	36596298
chr11	36596305
chr11	36596308
chr11	36596309
chr11	36596311
chr11	36596312
chr11	36596314
chr11	36596318
chr11	36596318
chr11	36596320
chr11	36596323
chr11	36596326
chr11	36596329
chr11	36596330
chr11	36596331
chr11	36596332
chr11	36596333
chr11	36596337
chr11	36596344
chr11	36596345
chr11	36596345
chr11	36596345
chr11	36596346
chr11	36596348
chr11	36596348
chr11	36596348
chr11	36596350
chr11	36596350
chr11	36596353
chr11	36596356
chr11	36596357
chr11	36596360
chr11	36596360
chr11	36596363
chr11	36596364
chr11	36596368
chr11	36596369
chr11	36596372
chr11	36596378
chr11	36596380
chr11	36596380
chr11	36596381
chr11	36596383
chr11	36596387
chr11	36596392
chr11	36596393
chr11	36596398
chr11	36596398
chr11	36596399
chr11	36596401
chr11	36596408
chr11	36596408
chr11	36596409
chr11	36596409
chr11	36596410
chr11	36596419
chr11	36596423
chr11	36596423
chr11	36596423
chr11	36596424
chr11	36596427
chr11	36596430
chr11	36596430
chr11	36596433
chr11	36596435
chr11	36596435
chr11	36596436
chr11	36596440
chr11	36596441
chr11	36596441
chr11	36596441
chr11	36596451
chr11	36596453
chr11	36596453
chr11	36596454
chr11	36596454
chr11	36596456
chr11	36596456
chr11	36596456
chr11	36596459
chr11	36596459
chr11	36596461
chr11	36596464
chr11	36596471
chr11	36596471
chr11	36596475
chr11	36596476
chr11	36596482
chr11	36596486
chr11	36596487
chr11	36596488
chr11	36596490
chr11	36596491
chr11	36596492
chr11	36596494
chr11	36596496
chr11	36596497
chr11	36596497
chr11	36596499
chr11	36596504
chr11	36596509
chr11	36596510
chr11	36596510
chr11	36596513
chr11	36596513
chr11	36596514
chr11	36596515
chr11	36596523
chr11	36596526
chr11	36596527
chr11	36596528
chr11	36596529
chr11	36596530
chr11	36596531
chr11	36596531
chr11	36596532
chr11	36596534
chr11	36596538
chr11	36596539
chr11	36596541
chr11	36596543
chr11	36596545
chr11	36596546
chr11	36596547
chr11	36596548
chr11	36596549
chr11	36596551
chr11	36596554
chr11	36596554
chr11	36596555
chr11	36596556
chr11	36596558
chr11	36596559
chr11	36596560
chr11	36596562
chr11	36596563
chr11	36596563
chr11	36596564
chr11	36596566
chr11	36596571
chr11	36596575
chr11	36596576
chr11	36596578
chr11	36596582
chr11	36596582
chr11	36596582
chr11	36596582
chr11	36596584
chr11	36596585
chr11	36596587
chr11	36596589
chr11	36596592
chr11	36596593
chr11	36596594
chr11	36596596
chr11	36596598
chr11	36596599
chr11	36596604
chr11	36596604
chr11	36596608
chr11	36596608
chr11	36596609
chr11	36596612
chr11	36596613
chr11	36596613
chr11	36596614
chr11	36596615
chr11	36596615
chr11	36596617
chr11	36596619
chr11	36596621
chr11	36596622
chr11	36596622
chr11	36596626
chr11	36596631
chr11	36596632
chr11	36596633
chr11	36596634
chr11	36596634
chr11	36596635
chr11	36596636
chr11	36596639
chr11	36596644
chr11	36596645
chr11	36596646
chr11	36596651
chr11	36596657
chr11	36596659
chr11	36596659
chr11	36596660
chr11	36596668
chr11	36596669
chr11	36596669
chr11	36596669
chr11	36596672
chr11	36596676
chr11	36596676
chr11	36596677
chr11	36596681
chr11	36596686
chr11	36596687
chr11	36596690
chr11	36596690
chr11	36596696
chr11	36596697
chr11	36596701
chr11	36596701
chr11	36596701
chr11	36596701
chr11	36596703
chr11	36596705
chr11	36596714
chr11	36596717
chr11	36596720
chr11	36596720
chr11	36596723
chr11	36596725
chr11	36596725
chr11	36596725
chr11	36596728
chr11	36596729
chr11	36596731
chr11	36596732
chr11	36596733
chr11	36596733
chr11	36596735
chr11	36596737
chr11	36596740
chr11	36596740
chr11	36596743
chr11	36596743
chr11	36596743
chr11	36596748
chr11	36596749
chr11	36596755
chr11	36596760
chr11	36596764
chr11	36596765
chr11	36596765
chr11	36596768
chr11	36596769
chr11	36596771
chr11	36596775
chr11	36596775
chr11	36596776
chr11	36596781
chr11	36596784
chr11	36596786
chr11	36596792
chr11	36596792
chr11	36596794
chr11	36596799
chr11	36596800
chr11	36596805
chr11	36596805
chr11	36596806
chr11	36596808
chr11	36596808
chr11	36596809
chr11	36596812
chr11	36596812
chr11	36596814
chr11	36596820
chr11	36596823
chr11	36596828
chr11	36596828
chr11	36596829
chr11	36596830
chr11	36596842
chr11	36596844
chr11	36596846
chr11	36596846
chr11	36596851
chr11	36596855
chr11	36596856
chr11	36596859
chr11	36596862
chr11	36596864
chr11	36596867
chr11	36596867
chr11	36596871
chr11	36596872
chr11	36596873
chr11	36596876
chr11	36596877
chr11	36596877
chr11	36596880
chr11	36596884
chr11	36596884
chr11	36596887
chr11	36596888
chr11	36596890
chr11	36596891
chr11	36596891
chr11	36596893
chr11	36596900
chr11	36596901
chr11	36596903
chr11	36596904
chr11	36596906
chr11	36596908
chr11	36596912
chr11	36596913
chr11	36596916
chr11	36596920
chr11	36596920
chr11	36596924
chr11	36596928
chr11	36596930
chr11	36596933
chr11	36596938
chr11	36596940
chr11	36596940
chr11	36596942
chr11	36596944
chr11	36596945
chr11	36596946
chr11	36596946
chr11	36596947
chr11	36596954
chr11	36596955
chr11	36596956
chr11	36596957
chr11	36596957
chr11	36596957
chr11	36596958
chr11	36596958
chr11	36596960
chr11	36596961
chr11	36596962
chr11	36596965
chr11	36596965
chr11	36596966
chr11	36596967
chr11	36596969
chr11	36596969
chr11	36596970
chr11	36596972
chr11	36596976
chr11	36596977
chr11	36596985
chr11	36596987
chr11	36596988
chr11	36596989
chr11	36596995
chr11	36597001
chr11	36597004
chr11	36597009
chr11	36597011
chr11	36597016
chr11	36597018
chr11	36597020
chr11	36597021
chr11	36597023
chr11	36597024
chr11	36597024
chr11	36597025
chr11	36597026
chr11	36597029
chr11	36597031
chr11	36597036
chr11	36597036
chr11	36597037
chr11	36597040
chr11	36597042
chr11	36597043
chr11	36597045
chr11	36597047
chr11	36597047
chr11	36597052
chr11	36597057
chr11	36597057
chr11	36597058
chr11	36597070
chr11	36597071
chr11	36597072
chr11	36597082
chr11	36597083
chr11	36597086
chr11	36597091
chr11	36597092
chr11	36597092
chr11	36597092
chr11	36597093
chr11	36597094
chr11	36597096
chr11	36597103
chr11	36597104
chr11	36597106
chr11	36597110
chr11	36597115
chr11	36597115
chr11	36597115
chr11	36597119
chr11	36597123
chr11	36597123
chr11	36597126
chr11	36597126
chr11	36597129
chr11	36597130
chr11	36597132
chr11	36597134
chr11	36597135
chr11	36597136
chr11	36597137
chr11	36597147
chr11	36597149
chr11	36597152
chr11	36597154
chr11	36597158
chr11	36597158
chr11	36597163
chr11	36597165
chr11	36597165
chr11	36597168
chr11	36597173
chr11	36597179
chr11	36597181
chr11	36597183
chr11	36597185
chr11	36597187
chr11	36597191
chr11	36597193
chr11	36597193
chr11	36597195
chr11	36597201
chr11	36597201
chr11	36597202
chr11	36597204
chr11	36597208
chr11	36597208
chr11	36597210
chr11	36597217
chr11	36597218
chr11	36597218
chr11	36597220
chr11	36597223
chr11	36597223
chr11	36597224
chr11	36597227
chr11	36597229
chr11	36597231
chr11	36597237
chr11	36597239
chr11	36597249
chr11	36597251
chr11	36597252
chr11	36597254
chr11	36597257
chr11	36597259
chr11	36597263
chr11	36597266
chr11	36597268
chr11	36597268
chr11	36597268
chr11	36597276
chr11	36597279
chr11	36597280
chr11	36597280
chr11	36597285
chr11	36597286
chr11	36597292
chr11	36597294
chr11	36597303
chr11	36597304
chr11	36597304
chr11	36597307
chr11	36597312
chr11	36597314
chr11	36597316
chr11	36597317
chr11	36597319
chr11	36597322
chr11	36597324
chr11	36597327
chr11	36597332
chr11	36597333
chr11	36597345
chr11	36597349
chr11	36597351
chr11	36597359
chr11	36597360
chr11	36597360
chr11	36597361
chr11	36597362
chr11	36597365
chr11	36597366
chr11	36597367
chr11	36597367
chr11	36597368
chr11	36597373
chr11	36597373
chr11	36597378
chr11	36597381
chr11	36597382
chr11	36597386
chr11	36597392
chr11	36597393
chr11	36597393
chr11	36597394
chr11	36597396
chr11	36597398
chr11	36597400
chr11	36597401
chr11	36597403
chr11	36597405
chr11	36597407
chr11	36597413
chr11	36597416
chr11	36597416
chr11	36597418
chr11	36597420
chr11	36597423
chr11	36597425
chr11	36597426
chr11	36597427
chr11	36597434
chr11	36597435
chr11	36597436
chr11	36597438
chr11	36597444
chr11	36597445
chr11	36597448
chr11	36597458
chr11	36597459
chr11	36597462
chr11	36597467
chr11	36597470
chr11	36597481
chr11	36597484
chr11	36597487
chr11	36597487
chr11	36597487
chr11	36597489
chr11	36597493
chr11	36597495
chr11	36597498
chr11	36597503
chr11	36597504
chr11	36597505
chr11	36597505
chr11	36597507
chr11	36597511
chr11	36597513
chr11	36597514
chr11	36597522
chr11	36597522
chr11	36597527
chr11	36597527
chr11	36597527
chr11	36597529
chr11	36597530
chr11	36597530
chr11	36597535
chr11	36597541
chr11	36597541
chr11	36597542
chr11	36597546
chr11	36597551
chr11	36597554
chr11	36597559
chr11	36597563
chr11	36597566
chr11	36597566
chr11	36597568
chr11	36597569
chr11	36597571
chr11	36597572
chr11	36597573
chr11	36597576
chr11	36597576
chr11	36597581
chr11	36597583
chr11	36597586
chr11	36597589
chr11	36597595
chr11	36597598
chr11	36597602
chr11	36597603
chr11	36597603
chr11	36597604
chr11	36597611
chr11	36597611
chr11	36597613
chr11	36597615
chr11	36597618
chr11	36597619
chr11	36597619
chr11	36597625
chr11	36597629
chr11	36597635
chr11	36597635
chr11	36597647
chr11	36597649
chr11	36597654
chr11	36597661
chr11	36597674
chr11	36597679
chr11	36597685
chr11	36597688
chr11	36597688
chr11	36597688
chr11	36597694
chr11	36597704
chr11	36597704
chr11	36597704
chr11	36597713
chr11	36597717
chr11	36597722
chr11	36597722
chr11	36597726
chr11	36597730
chr11	36597733
chr11	36597735
chr11	36597740
chr11	36597742
chr11	36597746
chr11	36597746
chr11	36597747
chr11	36597749
chr11	36597751
chr11	36597756
chr11	36597760
chr11	36597764
chr11	36597772
chr11	36597775
chr11	36597779
chr11	36597785
chr11	36597785
chr11	36597789
chr11	36597793
chr11	36597795
chr11	36597804
chr11	36597805
chr11	36597805
chr11	36597808
chr11	36597808
chr11	36597822
chr11	36597825
chr11	36597825
chr11	36597835
chr11	36597839
chr11	36597840
chr11	36597849
chr11	36597864
chr11	36597868
chr11	36597869
chr11	36597871
chr11	36597873
chr11	36597873
chr11	36597878
chr11	36597885
chr11	36597886
chr11	36597889
chr11	36597892
chr11	36597896
chr11	36597897
chr11	36597906
chr11	36597907
chr11	36597908
chr11	36597909
chr11	36597910
chr11	36597910
chr11	36597920
chr11	36597921
chr11	36597922
chr11	36597923
chr11	36597926
chr11	36597928
chr11	36597933
chr11	36597939
chr11	36597942
chr11	36597948
chr11	36597949
chr11	36597950
chr11	36597952
chr11	36597965
chr11	36597970
chr11	36597970
chr11	36597972
chr11	36597978
chr11	36597985
chr11	36597986
chr11	36597990
chr11	36597992
chr11	36597996
chr11	36597996
chr11	36598000
chr11	36598003
chr11	36598008
chr11	36598008
chr11	36598010
chr11	36598015
chr11	36598021
chr11	36598022
chr11	36598023
chr11	36598023
chr11	36598034
chr11	36598036
chr11	36598039
chr11	36598041
chr11	36598048
chr11	36598053
chr11	36598057
chr11	36598057
chr11	36598061
chr11	36598067
chr11	36598068
chr11	36598069
chr11	36598075
chr11	36598078
chr11	36598080
chr11	36598087
chr11	36598088
chr11	36598089
chr11	36598091
chr11	36598095
chr11	36598114
chr11	36598115
chr11	36598115
chr11	36598123
chr11	36598127
chr11	36598127
chr11	36598131
chr11	36598136
chr11	36598137
chr11	36598146
chr11	36598148
chr11	36598150
chr11	36598151
chr11	36598154
chr11	36598159
chr11	36598160
chr11	36598163
chr11	36598167
chr11	36598172
chr11	36598173
chr11	36598179
chr11	36598181
chr11	36598183
chr11	36598190
chr11	36598192
chr11	36598200
chr11	36598202
chr11	36598205
chr11	36598205
chr11	36598205
chr11	36598206
chr11	36598211
chr11	36598214
chr11	36598216
chr11	36598220
chr11	36598223
chr11	36598227
chr11	36598232
chr11	36598239
chr11	36598242
chr11	36598244
chr11	36598254
chr11	36598255
chr11	36598263
chr11	36598267
chr11	36598268
chr11	36598272
chr11	36598272
chr11	36598275
chr11	36598285
chr11	36598289
chr11	36598296
chr11	36598297
chr11	36598307
chr11	36598317
chr11	36598317
chr11	36598320
chr11	36598326
chr11	36598327
chr11	36598331
chr11	36598340
chr11	36598341
chr11	36598344
chr11	36598350
chr11	36598351
chr11	36598351
chr11	36598355
chr11	36598368
chr11	36598379
chr11	36598380
chr11	36598381
chr11	36598390
chr11	36598399
chr11	36598416
chr11	36598417
chr11	36598423
chr11	36598431
chr11	36598444
chr11	36598456
chr11	36598459
chr11	36598462
chr11	36598462
chr11	36598463
chr11	36598466
chr11	36598497
chr11	36598500
chr11	36598502
chr11	36598503
chr11	36598504
chr11	36598506
chr11	36598506
chr11	36598519
chr11	36598520
chr11	36598523
chr11	36598525
chr11	36598531
chr11	36598532
chr11	36598534
chr11	36598541
chr11	36598546
chr11	36598549
chr11	36598552
chr11	36598552
chr11	36598560
chr11	36598560
chr11	36598568
chr11	36598577
chr11	36598585
chr11	36598594
chr11	36598598
chr11	36598601
chr11	36598601
chr11	36598602
chr11	36598606
chr11	36598615
chr11	36598616
chr11	36598621
chr11	36598628
chr11	36598645
chr11	36598655
chr11	36598656
chr11	36598663
chr11	36598667
chr11	36598667
chr11	36598671
chr11	36598690
chr11	36598691
chr11	36598693
chr11	36598699
chr11	36598707
chr11	36598744
chr11	36598744
chr11	36598756
chr11	36598772
chr11	36598776
chr11	36598777
chr11	36598780
chr11	36598785
chr11	36598790
chr11	36598799
chr11	36598805
chr11	36598811
chr11	36598813
chr11	36598820
chr11	36598821
chr11	36598827
chr11	36598840
chr11	36598850
chr11	36598860
chr11	36598865
chr11	36598883
chr11	36598891
chr11	36598891
chr11	36598901
chr11	36598910
chr11	36598914
chr11	36598919
chr11	36598925
chr11	36598933
chr11	36598934
chr11	36598944
chr11	36598944
chr11	36598953
chr11	36598960
chr11	36598967
chr11	36598973
chr11	36598975
chr11	36598987
chr11	36598991
chr11	36598994
chr11	36598999
chr11	36599006
chr11	36599013
chr11	36599024
chr11	36599032
chr11	36599034
chr11	36599037
chr11	36599040
chr11	36599047
chr11	36599048
chr11	36599050
chr11	36599059
chr11	36599071
chr11	36599072
chr11	36599074
chr11	36599076
chr11	36599084
chr11	36599086
chr11	36599091
chr11	36599098
chr11	36599108
chr11	36599111
chr11	36599114
chr11	36599130
chr11	36599141
chr11	36599172
chr11	36599174
chr11	36599177
chr11	36599187
chr11	36599191
chr11	36599194
chr11	36599195
chr11	36599198
chr11	36599200
chr11	36599200
chr11	36599218
chr11	36599259
chr11	36599263
chr11	36599265
chr11	36599277
chr11	36599277
chr11	36599277
chr11	36599291
chr11	36599313
chr11	36599324
chr11	36599347
chr11	36599347
chr11	36599363
chr11	36599370
chr11	36599371
chr11	36599374
chr11	36599384
chr11	36599391
chr11	36599407
chr11	36599410
chr11	36599417
chr11	36599423
chr11	36599441
chr11	36599444
chr11	36599461
chr11	36599466
chr11	36599471
chr11	36599480
chr11	36599489
chr11	36599501
chr11	36599509
chr11	36599513
chr11	36599523
chr11	36599525
chr11	36599525
chr11	36599541
chr11	36599552
chr11	36599554
chr11	36599568
chr11	36599569
chr11	36599569
chr11	36599570
chr11	36599574
chr11	36599576
chr11	36599581
chr11	36599587
chr11	36599590
chr11	36599604
chr11	36599616
chr11	36599628
chr11	36599635
chr11	36599653
chr11	36599656
chr11	36599665
chr11	36599670
chr11	36599690
chr11	36599703
chr11	36599716
chr11	36599738
chr11	36599742
chr11	36599743
chr11	36599748
chr11	36599749
chr11	36599751
chr11	36599762
chr11	36599769
chr11	36599775
chr11	36599794
chr11	36599796
chr11	36599800
chr11	36599816
chr11	36599817
chr11	36599823
chr11	36599831
chr11	36599846
chr11	36599858
chr11	36599858
chr11	36599870
chr11	36599905
chr11	36599913
chr11	36599918
chr11	36599920
chr11	36599920
chr11	36599923
chr11	36599924
chr11	36599950
chr11	36599952
chr11	36599953
chr11	36599958
chr11	36599977
chr11	36599982
chr11	36599985
chr11	36599997
chr11	36600037
chr11	36600042
chr11	36600048
chr11	36600049
chr11	36600055
chr11	36600057
chr11	36600059
chr11	36600072
chr11	36600094
chr11	36600148
chr11	36600149
chr11	36600160
chr11	36600163
chr11	36600165
chr11	36600182
chr11	36600190
chr11	36600199
chr11	36600223
chr11	36600229
chr11	36600242
chr11	36600254
chr11	36600255
chr11	36600258
chr11	36600270
chr11	36600271
chr11	36600282
chr11	36600289
chr11	36600299
chr11	36600303
chr11	36600321
chr11	36600327
chr11	36600328
chr11	36600329
chr11	36600348
chr11	36600363
chr11	36600403
chr11	36600414
chr11	36600420
chr11	36600428
chr11	36600463
chr11	36600475
chr11	36600479
chr11	36600488
chr11	36600491
chr11	36600494
chr11	36600494
chr11	36600501
chr11	36600503
chr11	36600519
chr11	36600533
chr11	36600552
chr11	36600564
chr11	36600566
chr11	36600570
chr11	36600616
chr11	36600642
chr11	36600643
chr11	36600652
chr11	36600678
chr11	36600679
chr11	36600715
chr11	36600729
chr11	36600740
chr11	36600758
chr11	36600784
chr11	36600802
chr11	36600808
chr11	36600829
chr11	36600846
chr11	36600851
chr11	36600866
chr11	36600875
chr11	36600884
chr11	36600905
chr11	36600916
chr11	36600924
chr11	36600934
chr11	36600971
chr11	36600973
chr11	36600974
chr11	36600996
chr11	36601000
chr11	36601029
chr11	36601029
chr11	36601058
chr11	36601063
chr11	36601071
chr11	36601084
chr11	36601100
chr11	36601115
chr11	36601118
chr11	36601165
chr11	36601169
chr11	36601170
chr11	36601190
chr11	36601208
chr11	36601271
chr11	36601302
chr11	36601313
chr11	36601391
chr11	36601405
chr11	36601412
chr11	36601464
chr11	36601482
chr11	36601494
chr11	36601517
chr11	36601569
chr11	36601595
chr11	36601599
chr11	36601600
chr11	36601651
chr11	36601652
chr11	36601666
chr11	36601674
chr11	36601739
chr11	36601746
chr11	36601795
chr11	36601810
chr11	36601881
chr11	36601902
chr11	36601906
chr11	36601915
chr11	36601941
chr11	36601963
chr11	36601973
chr11	36601989
chr11	36602010
chr11	36602045
chr11	36602045
chr11	36602182
chr11	36602185
chr11	36602185
chr11	36602201
chr11	36602222
chr11	36602262
chr11	36602267
chr11	36602271
chr11	36602322
chr11	36602331
chr11	36602343
chr11	36602343
chr11	36602345
chr11	36602356
chr11	36602364
chr11	36602390
chr11	36602407
chr11	36602429
chr11	36602434
chr11	36602443
chr11	36602451
chr11	36602454
chr11	36602464
chr11	36602530
chr11	36602587
chr11	36602593
chr11	36602611
chr11	36602615
chr11	36602636
chr11	36602660
chr11	36602667
chr11	36602718
chr11	36602734
chr11	36602736
chr11	36602763
chr11	36602798
chr11	36602838
chr11	36602899
chr11	36602972
chr11	36603085
chr11	36603088
chr11	36603116
chr11	36603151
chr11	36603153
chr11	36603173
chr11	36603253
chr11	36603266
chr11	36603318
chr11	36603321
chr11	36603327
chr11	36603328
chr11	36603430
chr11	36603499
chr11	36603518
chr11	36603564
chr11	36603565
chr11	36603608
chr11	36603610
chr11	36603636
chr11	36603666
chr11	36603703
chr11	36603723
chr11	36603725
chr11	36603744
chr11	36603751
chr11	36603823
chr11	36603833
chr11	36603855
chr11	36603867
chr11	36603943
chr11	36603973
chr11	36604017
chr11	36604020
chr11	36604042
chr11	36604074
chr11	36604111
chr11	36604139
chr11	36604153
chr11	36604162
chr11	36604185
chr11	36604260
chr11	36604293
chr11	36604297
chr11	36604327
chr11	36604353
chr11	36604373
chr11	36604385
chr11	36604390
chr11	36604448
chr11	36604461
chr11	36604564
chr11	36604611
chr11	36604625
chr11	36604650
chr11	36604652
chr11	36604660
chr11	36604728
chr11	36604741
chr11	36604759
chr11	36604781
chr11	36604861
chr11	36604916
chr11	36605030
chr11	36605121
chr11	36605227
chr11	36605283
chr11	36605310
chr11	36605675
chr11	36605766
chr11	36605804
chr11	36605893
chr11	36605927
chr11	36605940
chr11	36606084
chr11	36606120
chr11	36606187
chr11	36606197
chr11	36606268
chr11	36606331
chr11	36606375
chr11	36606443
chr11	36606458
chr11	36606538
chr11	36606545
chr11	36606549
chr11	36606568
chr11	36606606
chr11	36606659
chr11	36606722
chr11	36606749
chr11	36606799
chr11	36606816
chr11	36606943
chr11	36606951
chr11	36607085
chr11	36607114
chr11	36607122
chr11	36607198
chr11	36607244
chr11	36607299
chr11	36607574
chr11	36607580
chr11	36607635
chr11	36607680
chr11	36607720
chr11	36607996
chr11	36608017
chr11	36608041
chr11	36608249
chr11	36608462
chr11	36608517
chr11	36608525
chr11	36608571
chr11	36608616
chr11	36608669
chr11	36608677
chr11	36608696
chr11	36608921
chr11	36609055
chr11	36609122
chr11	36609228
chr11	36609489
chr11	36609539
chr11	36609881
chr11	36609918
chr11	36610211
chr11	36610315
chr11	36610379
chr11	36610747
chr11	36610775
chr11	36610775
chr11	36610783
chr11	36610931
chr11	36611047
chr11	36611226
chr11	36611236
chr11	36611390
chr11	36611466
chr11	36611616
chr11	36611803
chr11	36611869
chr11	36612078
chr11	36612131
chr11	36612285
chr11	36612510
chr11	36612662
chr11	36612690
chr11	36613806
chr11	36614496
chr11	36614577
chr11	36615099
chr11	36615319
chr11	36615709
chr11	36615777
chr11	36616202
chr11	36616412
chr11	36616462
chr11	36616495
chr11	36617047
chr11	36617452
chr11	36617582
chr11	36617743
chr11	36618242
chr11	36619320
chr11	36619327
chr11	36619833
chr11	36620247
chr11	36620529
chr11	36620867
chr11	36620904
chr11	36621106
chr11	36621252
chr11	36622846
chr11	36623082
chr11	36624187
chr11	36624446
chr11	36624656
chr11	36625984
chr11	36625994
chr11	36626213
chr11	36626949
chr11	36628082
chr11	36628149
chr11	36628282
chr11	36628378
chr11	36628876
chr11	36629111
chr11	36629761
chr11	36629912
chr11	36630686
chr11	36630884
